RecAreaID,RecAreaName
1456,Kirwin National Wildlife Refuge
1457,Klamath Marsh National Wildlife Refuge
1458,Kodiak National Wildlife Refuge
1459,Kofa National Wildlife Refuge
1460,Kootenai National Wildlife Refuge
1461,Koyukuk National Wildlife Refuge
1463,Lacassine National Wildlife Refuge
1464,Lacreek National Wildlife Refuge
1466,Laguna Atascosa National Wildlife Refuge
1467,Laguna Cartagena National Wildlife Refuge
1468,Lake Alice National Wildlife Refuge
1469,Lake Andes National Wildlife Refuge
1472,Lake Ilo National Wildlife Refuge
1473,Lake Isom National Wildlife Refuge
1474,Lake Mason National Wildlife Refuge
1476,Lake Ophelia National Wildlife Refuge
1478,Umbagog National Wildlife Refuge
1479,Lake Woodruff National Wildlife Refuge
1480,Lake Zahl National Wildlife Refuge
1481,Las Vegas National Wildlife Refuge
1482,Lee Metcalf National Wildlife Refuge
1483,Leopold Wetland Management District
1484,Lewis and Clark National Wildlife Refuge
1485,Litchfield Wetland Management District
1486,Little Pend Oreille National Wildlife Refuge
1487,Little River National Wildlife Refuge
1488,Long Lake National Wildlife Refuge
1490,Lostwood National Wildlife Refuge
1491,Louisiana Wetland Management District
1492,Lower Hatchie National Wildlife Refuge
1493,Lower Klamath National Wildlife Refuge
1494,Lower Suwannee National Wildlife Refuge
1495,Mackay Island National Wildlife Refuge
1496,Madison Wetland Management District
1498,Mandalay National Wildlife Refuge
1501,Elizabeth Hartwell Mason Neck National Wildlife Refuge
1502,Mathews Brake National Wildlife Refuge
1503,Matlacha Pass National Wildlife Refuge
1504,Mattamuskeet National Wildlife Refuge
1505,Maxwell National Wildlife Refuge
1506,McFaddin National Wildlife Refuge
1507,McKay Creek National Wildlife Refuge
1508,Johnston Atoll National Wildlife Refuge
1511,Merced National Wildlife Refuge
1512,Meredosia National Wildlife Refuge
1513,Merritt Island National Wildlife Refuge
1514,Midway Atoll National Wildlife Refuge
1515,Mingo National Wildlife Refuge
1516,Minidoka National Wildlife Refuge
1517,Minnesota Valley National Wildlife Refuge
1518,Minnesota Valley Wetland Management District
1519,Missisquoi National Wildlife Refuge
1520,Mississippi Sandhill Crane National Wildlife Refuge
1521,Modoc National Wildlife Refuge
1522,Monomoy National Wildlife Refuge
1523,Monte Vista National Wildlife Refuge
1524,Montezuma National Wildlife Refuge
1525,Moosehorn National Wildlife Refuge
1526,Morgan Brake National Wildlife Refuge
1527,Morris Wetland Management District
1528,Muleshoe National Wildlife Refuge
1529,Muscatatuck National Wildlife Refuge
1530,Nantucket National Wildlife Refuge
1532,National Elk Refuge
1533,National Key Deer Refuge
1534,Neal Smith National Wildlife Refuge
1535,Necedah National Wildlife Refuge
1537,Ninigret National Wildlife Refuge
1538,Billy Frank Jr. Nisqually National Wildlife Refuge
1539,North Platte National Wildlife Refuge
1540,Northwest Montana Wetland Management District
1541,Nowitna National Wildlife Refuge
1542,Sam D. Hamilton Noxubee National Wildlife Refuge
1543,Ohio River Islands National Wildlife Refuge
1544,Okefenokee National Wildlife Refuge
1545,Optima National Wildlife Refuge
1546,Oregon Islands National Wildlife Refuge
1547,Ottawa National Wildlife Refuge
1548,Ouray National Wildlife Refuge
1549,Overflow National Wildlife Refuge
1550,Oxbow National Wildlife Refuge
1551,Oxford Slough Waterfowl Production Area
1552,Congressman Lester Wolff Oyster Bay National Wildlife Refuge
1553,Ozark Cavefish National Wildlife Refuge
1555,Pahranagat National Wildlife Refuge
1556,Panther Swamp National Wildlife Refuge
1557,Parker River National Wildlife Refuge
1558,Pathfinder National Wildlife Refuge
1559,Patoka River National Wildlife Refuge and Management Area
1560,Patuxent Research Refuge
1561,Pea Island National Wildlife Refuge
1562,Pee Dee National Wildlife Refuge
1563,Pelican Island National Wildlife Refuge
1565,Piedmont National Wildlife Refuge
1566,Pinckney Island National Wildlife Refuge
1567,Pine Island National Wildlife Refuge
1569,Pocosin Lakes National Wildlife Refuge
1570,Pond Creek National Wildlife Refuge
1571,Pond Island National Wildlife Refuge
1572,Presquile National Wildlife Refuge
1573,Prime Hook National Wildlife Refuge
1574,Quivira National Wildlife Refuge
1575,Rachel Carson National Wildlife Refuge
1576,Rainwater Basin Wetland Management District
1577,Rappahannock River Valley National Wildlife Refuge
1578,Red Rock Lakes National Wildlife Refuge
1579,Reelfoot National Wildlife Refuge
1580,Rice Lake National Wildlife Refuge
1581,Ridgefield National Wildlife Refuge
1582,Roanoke River National Wildlife Refuge
1583,Rocky Mountain Arsenal National Wildlife Refuge
1584,Desecheo National Wildlife Refuge
1585,Upper Mississippi River National Wildlife and Fish Refuge
1586,Sabine National Wildlife Refuge
1587,Sachuest Point National Wildlife Refuge
1588,Sacramento National Wildlife Refuge
1589,Sacramento River National Wildlife Refuge
1590,Salinas River National Wildlife Refuge
1591,Salt Plains National Wildlife Refuge
1592,Sonny Bono Salton Sea National Wildlife Refuge
1593,San Bernard National Wildlife Refuge
1594,San Bernardino National Wildlife Refuge
1595,San Diego Bay National Wildlife Refuge
1596,San Luis National Wildlife Refuge
1597,San Pablo Bay National Wildlife Refuge
1598,Sand Lake National Wildlife Refuge
1599,Sand Lake Wetland Management District
1600,Sandy Point National Wildlife Refuge
1601,Santa Ana National Wildlife Refuge
1602,Santee National Wildlife Refuge
1603,Savannah National Wildlife Refuge
1605,Seal Beach National Wildlife Refuge
1606,Seedskadee National Wildlife Refuge
1607,Selawik National Wildlife Refuge
1608,Seney National Wildlife Refuge
1609,Sequoyah National Wildlife Refuge
1610,Hart Mountain National Antelope Refuge
1611,Shell Keys National Wildlife Refuge
1612,Sherburne National Wildlife Refuge
1614,Shiawassee National Wildlife Refuge
1615,Slade National Wildlife Refuge
1616,Loess Bluffs National Wildlife Refuge
1617,St. Catherine Creek National Wildlife Refuge
1618,St. Croix Wetland Management District
1619,St. Marks National Wildlife Refuge
1620,St. Vincent National Wildlife Refuge
1621,Stewart B. McKinney National Wildlife Refuge
1623,Stillwater National Wildlife Refuge
1626,Sunkhaze Meadows National Wildlife Refuge
1627,Supawna Meadows National Wildlife Refuge
1629,Swan Lake National Wildlife Refuge
1631,Swanquarter National Wildlife Refuge
1632,San Diego National Wildlife Refuge
1633,Tallahatchie National Wildlife Refuge
1634,Tamarac National Wildlife Refuge
1636,Target Rock National Wildlife Refuge
1637,Tennessee National Wildlife Refuge
1638,Tensas River National Wildlife Refuge
1639,Tetlin National Wildlife Refuge
1640,Tewaukon National Wildlife Refuge
1642,Texas Point National Wildlife Refuge
1643,Tijuana Slough National Wildlife Refuge
1644,Tishomingo National Wildlife Refuge
1645,Togiak National Wildlife Refuge
1646,Toppenish National Wildlife Refuge
1647,Trempealeau National Wildlife Refuge
1648,Trustom Pond National Wildlife Refuge
1649,Tule Lake National Wildlife Refuge
1650,Turnbull National Wildlife Refuge
1652,UL Bend National Wildlife Refuge
1653,Umatilla National Wildlife Refuge
1654,Union Slough National Wildlife Refuge
1655,Upper Klamath National Wildlife Refuge
1657,Upper Ouachita National Wildlife Refuge
1658,Upper Souris National Wildlife Refuge
1659,Valentine National Wildlife Refuge
1660,Valley City Wetland Management District
1661,Wallkill River National Wildlife Refuge
1662,Wapack National Wildlife Refuge
1663,Wapanocca National Wildlife Refuge
1664,War Horse National Wildlife Refuge
1665,Washita National Wildlife Refuge
1666,Wassaw National Wildlife Refuge
1667,Waubay National Wildlife Refuge
1668,Waubay Wetland Management District
1669,Wertheim National Wildlife Refuge
1670,Wheeler National Wildlife Refuge
1671,Dale Bumpers White River National Wildlife Refuge
1672,Wichita Mountains Wildlife Refuge
1673,Willapa National Wildlife Refuge
1674,William L. Finley National Wildlife Refuge
1675,Windom Wetland Management District
1677,Yazoo National Wildlife Refuge
1678,Yukon Delta National Wildlife Refuge
1679,Yukon Flats National Wildlife Refuge
1684,High Rock Canyon
1685,Mark Twain Lake
1686,Carlyle Lake
1687,Illinois River - Riverlands
1688,Mississippi River - Upper
1689,Mississippi River - Kaskaskia River
1690,Rend Lake
1691,Lake Shelbyville
1692,Wappapello Lake
1693,Kremmling Recreation Management Area
1694,Gunnison Gorge National Conservation Area
1697,Penitente Canyon
1699,National Forests in Alabama
1700,Gold Belt Recreation Management Area
1701,Lake Vermilion Public Islands
1705,Little Black Mountain Petroglyph Site
1708,Upper Colorado River Recreation Area
1709,Eagle River Recreation Management Area
1710,Lowry Pueblo National Historic Landmark
1715,Mosquito Peaks
1717,Fawn Creek Campground
1719,Oregon National Historic Trail
1720,Mt. Trumbull
1725,National Bighorn Sheep Interpretive Center and Whiskey Mount
1728,East Shore Recreation Site
1730,The North Spit
1731,Salmon Falls Creek Reservoir
1732,North Fork Virgin River Merriam's Turkey Viewing Area
1734,North Wildhorse Recreation Area
1736,Orilla Verde Recreation Area
1737,Owens Peak Wilderness (Short Canyon)
1738,Owyhee Uplands Backcountry Byway
1740,Point Sal
1741,Park Creek Campground
1742,Smith River Falls Campground
1747,Rabbit Valley Trail Through Time
1748,Red Elephant Mine Trail
1751,Rough and Ready Botanical Wayside
1752,Row River Trail
1754,San Simon Valley
1756,Schnell Ranch Recreation Area
1757,Morley Nelson Snake River Birds of Prey National Conservation Area
1759,Table Rock Wilderness
1760,Three Rivers Petroglyph Site
1761,Timbered Crater Wilderness Study Area
1763,Turn Point
1764,Upper Missouri National Wild and Scenic River
1766,West Eugene Wetlands
1767,Westwater Canyon
1768,Coeur d'Alene Lake
1771,Boundary Reservoir Recreation Area
1773,Vincent Creek Campground
1776,Lower Salmon River
1779,Hult Dam & Reservoir
1782,China Ditch Automobile Loop
1784,Chopaka Lake and Chopaka Mountain Wilderness Study Area
1785,Stoddard Valley OHV Area
1786,Little Rockies Recreation Management Area
1787,South Phillips Recreation Management Area
1788,Garnet Recreation Management Area
1789,Douglas Creek
1790,Fishtrap Recreation Area
1791,Lower Lake Creek Falls
1793,Saddle Mountains
1794,Split Rock
1798,Almena Diversion Dam
1799,Arcadia Diversion Dam
1800,Woodston Diversion Dam
1801,Sunshine Loop and Dutchman Mountain Bike Trails
1802,Cabezon Wilderness Study Area 
1803,Valley of Fires
1805,Lake Superior Estuarine Research Reserve
1806,Guadalupe Back Country Byway
1808,Casamero Chacoan Outliers Recreation Management Area
1811,Mokaac Trail
1813,Vermilion Cliffs Highway
1814,South Fork Owyhee River Recreation Area
1815,South Fork Canyon Special Recreation Management  Area
1816,Pine Forest Recreation Area
1817,Black Rock Desert-High Rock Canyon Emigrant Trails National Conservation Area
1819,Ennis National Fish Hatchery
1821,Mount Morris Dam and Recreation Area
1823,Indian Creek Recreation Area
1825,Success Lake
1826,Red Rock Canyon National Conservation Area
1827,Lakeview
1828,Warner Wetlands
1829,Diamond Craters Outstanding Natural Area
1830,Steens Mountain Cooperative Management & Protection Area
1832,Angel Peak Scenic Area
1834,Owyhee Wild & Scenic River
1835,Ignacio Chavez Special Management Area
1839,The Box Recreation Area
1840,San Lorenzo Canyon
1843,Fishermen's Bend Recreation Area
1845,Head Canyon OHV Recreation Area
1848,Santa Cruz Lake Recreation Area
1851,Yaquina Head Outstanding Natural Area
1854,North Umpqua Wild and Scenic River 
1856,Cow Creek Back Country Byway
1858,Rogue Wild & Scenic River
1861,Umpqua Field Office
1864,Canyons Of Escalante/ Burr Trail
1871,South Pass Historic Mining Area
1872,North Platte River
1874,Muddy Mountain Environmental Education Area
1881,Senator Wash Boat Ramp Day Use Area
1886,Mittry Lake Wildlife Area
1889,Grand Coulee Dam
1890,Fort Patrick Henry Lake
1891,South Holston Lake
1892,Watauga Lake
1895,Boone Lake
1896,Wilbur Lake
1897,Cherokee Lake
1898,Douglas Lake
1899,Norris Lake
1900,Melton Hill Lake
1901,Watts Bar Lake
1903,Midewin National Tallgrass Prairie
1904,Fontana Lake
1906,Tellico Lake
1908,Apalachia Lake
1910,Blue Ridge Lake
1911,Chatuge Lake
1912,Hiwassee Lake
1913,Nottely Lake
1914,"Ocoee Lakes 1, 2, and 3"
1915,Chickamauga Lake
1916,Nickajack Lake
1917,Guntersville Lake
1939,
1940,
1953,
1973,Tims Ford Lake
1974,Wheeler Lake
1975,Wilson Lake
1976,Kentucky Lake
1977,Bear Creek Watershed Lakes
1978,Beech River Watershed Lakes
1979,Pickwick Lake
1980,Normandy Lake
1981,Fort Loudoun Lake
1982,Great Falls Lake
1987,Lake Solano
1988,Shoshone River Pathway
1991,Newton Lakes
1993,Lake Winters Creek 
1996,San Luis Lake and State Wildlife Area
1997,Taylor River State Wildlife Area
1998,Percha Diversion Dam
2001,Payette River
2002,Lake Powell
2005,Dakota Prairie National Grasslands
2011,Glen Canyon Dam
2017,Flaming Gorge Dam
2018,Rio Grande National Forest
2023,Finger Lakes National Forest
2025,Lake Tahoe Basin Management Unit
2026,Hickison Petroglyph Recreation Area
2030,Agua Fria National Monument
2036,Agency Lake Ranch
2038,Copper Basin Dunes OHV Area
2040,Weeks Bay National Estuarine Research Reserve
2041,Bear Springs Badlands
2045,Gila Box Riparian National Conservation Area
2047,Windy Point Recreation Site
2048,Crossroads OHV Area
2049,Take Off Point
2050,Blythe Intaglios
2058,Round Mountain Rockhound Area
2065,Magic Reservoir
2066,Gooding City of Rocks
2068,Thorn Creek Reservoir
2070,Great Rift Backcountry Area
2072,Blackfoot River
2076,St. Anthony Sand Dunes
2077,Balanced Rock
2080,Birds of Prey Scenic Float
2107,Railroad Valley Wildlife Management Area
2111,Goshute Mountain Watchable Wildlife Area
2113,Baker Archaeological Viewing Site
2115,Highland Range Crucial Bighorn Habitat
2116,Lahontan Cutthroat Natural Area
2117,Ash Springs Wildlife Area
2119,Rhyolite Historic Area
2125,Rio Bonito Petroglyph National Recreation Trail
2131,Sand Wash Recreation Area
2147,Drinks Canyon Camping Area
2149,Fisher Towers National Recreation Trail
2160,Sand Flats Recreation Area
2163,Guadalupe-Nipomo Dunes National Wildlife Refuge
2164,Stone Lakes National Wildlife Refuge
2165,Franz Lake National Wildlife Refuge
2166,Pierce National Wildlife Refuge
2167,Huleia National Wildlife Refuge
2168,San Juan Islands National Wildlife Refuge
2170,Bitter Creek National Wildlife Refuge
2171,Copalis National Wildlife Refuge
2172,Flattery Rocks National Wildlife Refuge
2173,Quillayute Needles National Wildlife Refuge
2174,Protection Island National Wildlife Refuge
2175,Siletz Bay National Wildlife Refuge
2176,Three Arch Rocks National Wildlife Refuge
2183,Cleveland Lloyd Dinosaur Quarry
2191,Cliff Ridge Hang Gliding Area
2195,Koosharem Reservoir
2197,Desert Experimental Range
2198,Grosvenor Arch
2199,Joshua Tree National Landmark
2213,House Range Recreation Area
2214,Topaz Mountain Rockhound Recreation Area
2215,Yuba Lake Recreation Area
2217,Castle Gardens Scenic Area
2220,Weston Hills
2229,Rim Lake
2238,Boulder Lake Recreation Area
2239,Upper Green River Recreation Area
2243,Fontenelle Creek Recreation Area
2251,Names Hill
2252,Killpecker Sand Dunes Open Play Area
2258,Sutter National Wildlife Refuge
2264,Table Rock Lake
2265,Folsom Dam
2268,Turkey Creek
2272,Rug Road
2273,Dos Cabezas Mountains Wilderness
2274,North Santa Teresa Wilderness
2275,Peloncillo Mountains Wilderness
2276,Redfield Canyon Wilderness
2277,Fishhooks Wilderness
2278,Baker Canyon Wilderness Study Area
2279,Sly Park Reservoir
2280,Lake Natoma
2284,Sugar Pine Reservoir
2336,Tongass National Forest
2337,Chugach National Forest
2516,San Francisco Bay National Estuarine Research Reserve
2536,Mission-Aransas National Estuarine Research Reserve
2553,Abraham Lincoln Birthplace National Historical Park
2554,Acadia National Park
2555,Adams National Historical Park
2556,Agate Fossil Beds National Monument
2557,Alagnak Wild River
2558,Alcatraz Island
2559,Aleutian Islands World War II National Historic Area
2560,Alibates Flint Quarries National Monument
2561,Allegheny Portage Railroad National Historic Site
2562,Amistad National Recreation Area
2563,American Memorial Park
2564,Anacostia Park
2566,Andersonville National Historic Site
2567,Aniakchak National Monument & Preserve
2568,Andrew Johnson National Historic Site
2569,Antietam National Battlefield
2570,Appomattox Court House National Historical Park
2571,Apostle Islands National Lakeshore
2572,Appalachian National Scenic Trail
2573,Arches National Park
2575,Arkansas Post National Memorial
2576,Assateague Island National Seashore
2577,Aztec Ruins National Monument
2578,Badlands National Park
2579,Bandelier National Monument
2581,Baltimore-Washington Parkway
2582,Bering Land Bridge National Preserve
2583,Bent's Old Fort National Historic Site
2584,Big Bend National Park
2585,Bighorn Canyon National Recreation Area
2586,Big Cypress National Preserve
2587,Big Hole National Battlefield
2588,Biscayne National Park
2589,Big South Fork National River & Recreation Area
2590,Big Thicket National Preserve
2591,John H. Chafee Blackstone River Valley National Heritage Corridor
2592,Black Canyon Of The Gunnison National Park
2593,Blue Ridge Parkway
2594,Bluestone National Scenic River
2595,Boston African American National Historic Site
2596,Boston Harbor Islands National Recreation Area
2597,Boston National Historical Park
2598,Booker T Washington National Monument
2599,Bryce Canyon National Park
2600,Brices Cross Roads National Battlefield Site
2601,Brown v. Board of Education National Historical Park
2602,Buffalo National River
2603,Buck Island Reef National Monument
2604,Cabrillo National Monument
2605,Canyon de Chelly National Monument
2606,Castle Clinton National Monument
2607,Cape Cod National Seashore
2608,Casa Grande Ruins National Monument
2609,Cape Hatteras National Seashore
2610,Capitol Hill Parks
2611,Cape Krusenstern National Monument
2612,California National Historic Trail
2613,Cape Lookout National Seashore
2614,Cape Henry Memorial Part of Colonial National Historical Park
2615,Canaveral National Seashore
2616,Canyonlands National Park
2617,Capitol Reef National Park
2618,Cane River Creole National Historical Park
2619,Carl Sandburg Home National Historic Site
2620,Castillo De San Marcos National Monument
2621,Catoctin Mountain Park
2622,Carlsbad Caverns National Park
2623,Capulin Volcano National Monument
2624,Cedar Breaks National Monument
2625,Chamizal National Memorial
2626,Chattahoochee River National Recreation Area
2627,Chickamauga & Chattanooga National Military Park
2628,Chaco Culture National Historical Park
2629,Chickasaw National Recreation Area
2630,Chiricahua National Monument
2631,Channel Islands National Park
2632,Chesapeake & Ohio Canal National Historical Park
2633,Charles Pinckney National Historic Site
2634,Christiansted National Historic Site
2637,City Of Rocks National Reserve
2641,Colorado National Monument
2642,Colonial National Historical Park
2644,Congaree National Park
2645,Cowpens National Battlefield
2646,Cane River National Heritage Area
2647,Crater Lake National Park
2648,Craters Of The Moon National Monument & Preserve
2649,Cumberland Gap National Historical Park
2650,Cumberland Island National Seashore
2651,Curecanti National Recreation Area
2652,Cuyahoga Valley National Park
2653,Dayton Aviation Heritage National Historical Park
2656,Delaware & Lehigh National Heritage Corridor
2658,Denali National Park & Preserve
2659,Devils Postpile National Monument
2660,De Soto National Memorial
2661,Devils Tower National Monument
2662,Death Valley National Park
2663,Delaware Water Gap National Recreation Area
2664,Dinosaur National Monument
2665,Dry Tortugas National Park
2666,Ebey's Landing National Historical Reserve
2668,Thomas Edison National Historical Park
2669,Effigy Mounds National Monument
2672,El Malpais National Monument
2673,El Morro National Monument
2675,Erie Canalway National Heritage Corridor
2676,Eugene O'Neill National Historic Site
2677,Everglades National Park
2681,Fire Island National Seashore
2683,Florissant Fossil Beds National Monument
2684,Fort Bowie National Historic Site
2685,Fossil Butte National Monument
2686,Fort Caroline National Memorial
2688,Fort Davis National Historic Site
2689,Fort Donelson National Battlefield
2690,Fort Dupont Park
2691,Fort Frederica National Monument
2692,Fort Laramie National Historic Site
2693,Fort Larned National Historic Site
2694,Fort Matanzas National Monument
2695,Fort McHenry National Monument and Historic Shrine
2697,Fort Necessity National Battlefield
2698,Fort Point National Historic Site
2699,Fort Pulaski National Monument
2700,Fort Raleigh National Historic Site
2701,Fort Scott National Historic Site
2702,Fort Smith National Historic Site
2703,Fort Stanwix National Monument
2704,Fort Sumter and Fort Moultrie National Historical Park
2706,Fort Union National Monument
2708,Fort Vancouver National Historic Site
2709,Fort Washington Park
2711,Frederick Douglass National Historic Site
2713,Friendship Hill National Historic Site
2714,Frederick Law Olmsted National Historic Site
2715,Fredericksburg & Spotsylvania National Military Park
2716,Gates Of The Arctic National Park & Preserve
2717,Gauley River National Recreation Area
2718,Gateway National Recreation Area
2720,George Rogers Clark National Historical Park
2722,Gettysburg National Military Park
2724,Gila Cliff Dwellings National Monument
2725,Glacier National Park
2726,Glacier Bay National Park & Preserve
2727,Glen Canyon National Recreation Area
2729,Glen Echo Park
2730,Golden Gate National Recreation Area
2732,Great Basin National Park
2733,Grand Canyon National Park
2734,Greenbelt Park
2735,Great Falls Park
2736,Grant-Kohrs Ranch National Historic Site
2737,Grand Portage National Monument
2738,Great Sand Dunes National Park & Preserve
2739,Great Smoky Mountains National Park
2740,Green Springs
2742,Guilford Courthouse National Military Park
2743,Gulf Islands National Seashore
2744,Guadalupe Mountains National Park
2745,George Washington Carver National Monument
2746,George Washington Memorial Parkway
2747,Harpers Ferry National Historical Park
2748,Hagerman Fossil Beds National Monument
2751,Haleakalā National Park
2753,Hawaiʻi Volcanoes National Park
2754,Herbert Hoover National Historic Site
2755,Horseshoe Bend National Military Park
2756,Hopewell Culture National Historical Park
2759,Homestead National Historical Park
2760,Hot Springs National Park
2761,Hovenweep National Monument
2764,Ice Age National Scenic Trail
2766,Independence National Historical Park
2767,Indiana Dunes National Park
2769,Isle Royale National Park
2771,Historic Jamestowne Part of Colonial National Historical Park
2772,Jewel Cave National Monument
2777,John Day Fossil Beds National Monument
2780,Johnstown Flood National Memorial
2782,Joshua Tree National Park
2783,Juan Bautista de Anza National Historic Trail
2785,Kalaupapa National Historical Park
2786,Katmai National Park & Preserve
2787,Kenai Fjords National Park
2788,Kennesaw Mountain National Battlefield Park
2789,Kenilworth Park & Aquatic Gardens
2790,Keweenaw National Historical Park
2791,Kings Mountain National Military Park
2792,Klondike Gold Rush National Historical Park
2793,Klondike Gold Rush - Seattle Unit National Historical Park
2794,Knife River Indian Villages National Historic Site
2795,Kobuk Valley National Park
2797,Lava Beds National Monument
2799,Lake Clark National Park & Preserve
2801,Lake Meredith National Recreation Area
2802,Lake Roosevelt National Recreation Area
2803,Lassen Volcanic National Park
2804,Lewis & Clark National Historic Trail
2805,Little Bighorn Battlefield National Monument
2809,Little River Canyon National Preserve
2813,Lyndon Baines Johnson Memorial Grove on the Potomac
2814,Lyndon B Johnson National Historical Park
2815,Maine Acadian Culture
2817,Marsh - Billings - Rockefeller National Historical Park
2818,Mammoth Cave National Park
2820,Manassas National Battlefield Park
2821,Manzanar National Historic Site
2822,Martin Van Buren National Historic Site
2823,Maggie L Walker National Historic Site
2824,Mesa Verde National Park
2825,Minute Man National Historical Park
2826,Minuteman Missile National Historic Site
2827,Mississippi National River & Recreation Area
2828,Missouri National Recreational River
2829,Montezuma Castle National Monument
2830,Moores Creek National Battlefield
2831,Mojave National Preserve
2832,Monocacy National Battlefield
2834,Mormon Pioneer National Historic Trail
2835,Mount Rainier National Park
2836,Morristown National Historical Park
2837,Mount Rushmore National Memorial
2838,New Orleans Jazz National Historical Park
2839,Nez Perce National Historical Park
2840,New River Gorge National Park & Preserve
2841,Nicodemus National Historic Site
2842,Niobrara National Scenic River
2843,Ninety Six National Historic Site
2844,Noatak National Preserve
2845,North Cascades National Park
2846,North Country National Scenic Trail
2847,National Park of American Samoa
2848,Overmountain Victory National Historic Trail
2850,Ozark National Scenic Riverways
2851,Palo Alto Battlefield National Historical Park
2852,Pennsylvania Avenue National Historic Site
2853,Padre Island National Seashore
2854,Grand Canyon-Parashant National Monument
2855,Pecos National Historical Park
2856,Petrified Forest National Park
2857,Piscataway Park
2858,Pipe Spring National Monument
2860,Pony Express National Historic Trail
2862,Potomac Heritage National Scenic Trail
2863,Poverty Point National Monument
2864,Point Reyes National Seashore
2866,Muir Woods National Monument
2867,Natural Bridges National Monument
2869,National Capital Parks-East
2870,National Mall and Memorial Parks
2871,Natchez National Historical Park
2872,Natchez Trace Parkway
2873,Navajo National Monument
2874,New Bedford Whaling National Historical Park
2877,Obed Wild & Scenic River
2878,Ocmulgee Mounds National Historical Park
2879,Oklahoma City National Memorial
2881,Olympic National Park
2883,Oregon Caves National Monument & Preserve
2885,Organ Pipe Cactus National Monument
2886,Pea Ridge National Military Park
2887,Petersburg National Battlefield
2888,Petroglyph National Monument
2889,Perry's Victory & International Peace Memorial
2892,New Jersey Pinelands National Reserve
2893,Pinnacles National Park
2894,Pipestone National Monument
2895,Pictured Rocks National Lakeshore
2896,Prince William Forest Park
2899,Quinebaug & Shetucket Rivers Valley National Heritage Corridor
2900,Rainbow Bridge National Monument
2901,Redwood National and State Parks
2902,Richmond National Battlefield Park
2903,Rio Grande Wild & Scenic River
2904,Roosevelt Campobello International Park
2905,Rock Creek Park
2907,Rocky Mountain National Park
2908,Rosie the Riveter WWII Home Front National Historical Park
2909,Roger Williams National Memorial
2910,Russell Cave National Monument
2911,San Antonio Missions National Historical Park
2912,Saint Croix National Scenic Riverway
2913,Saint Croix Island International Historic Site
2914,Santa Fe National Historic Trail
2915,San Francisco Maritime National Historical Park
2916,Saint-Gaudens National Historical Park
2917,Saguaro National Park
2918,Sagamore Hill National Historic Site
2919,Saugus Iron Works National Historic Site
2920,San Juan Island National Historical Park
2921,San Juan National Historic Site
2922,Salem Maritime National Historic Site
2923,Santa Monica Mountains National Recreation Area
2924,Sand Creek Massacre National Historic Site
2926,Salinas Pueblo Missions National Monument
2927,Saratoga National Historical Park
2928,Salt River Bay National Historic Park and Ecological Preserve
2929,Scotts Bluff National Monument
2931,Sequoia & Kings Canyon National Parks
2932,Selma To Montgomery National Historic Trail
2933,Shenandoah National Park
2934,Shiloh National Military Park
2936,Sitka National Historical Park
2937,Sleeping Bear Dunes National Lakeshore
2938,Springfield Armory National Historic Site
2940,Steamtown National Historic Site
2941,Statue Of Liberty National Monument
2942,Stones River National Battlefield
2943,Sunset Crater Volcano National Monument
2944,Tallgrass Prairie National Preserve
2945,Theodore Roosevelt Island Park
2949,Theodore Roosevelt National Park
2951,Timpanogos Cave National Monument
2952,Timucuan Ecological & Historic Preserve
2953,Tonto National Monument
2955,Trail Of Tears National Historic Trail
2956,Tuskegee Airmen National Historic Site
2957,Tuskegee Institute National Historic Site
2958,Tumacácori National Historical Park
2959,Tupelo National Battlefield
2960,Tuzigoot National Monument
2961,Ulysses S Grant National Historic Site
2962,Upper Delaware Scenic & Recreational River
2964,Valley Forge National Historical Park
2966,Vicksburg National Military Park
2967,Virgin Islands National Park
2970,Voyageurs National Park
2971,Washita Battlefield National Historic Site
2972,Walnut Canyon National Monument
2973,War In The Pacific National Historical Park
2975,Weir Farm National Historical Park
2977,Whiskeytown National Recreation Area
2978,Whitman Mission National Historic Site
2979,White Sands National Park
2980,Wind Cave National Park
2981,Wilson's Creek National Battlefield
2983,Women's Rights National Historical Park
2985,Wright Brothers National Memorial
2986,Wrangell - St Elias National Park & Preserve
2987,Wupatki National Monument
2988,Yellowstone National Park
2991,Yosemite National Park
2992,Yukon - Charley Rivers National Preserve
2993,Yucca House National Monument
2994,Zion National Park
2995,Olympic Coast National Marine Sanctuary
2996,Channel Islands National Marine Sanctuary
2997,Cordell Bank National Marine Sanctuary
2998,National Marine Sanctuary of American Samoa
2999,Flower Garden Banks National Marine Sanctuary
3070,Gray's Reef National Marine Sanctuary
3071,Greater Farallones National Marine Sanctuary
3072,Thunder Bay National Marine Sanctuary
3073,Stellwagen Bank National Marine Sanctuary
3074,Monterey Bay National Marine Sanctuary
3075,Florida Keys National Marine Sanctuary
3076,Monitor National Marine Sanctuary
3078,Apalachicola National Estuarine Research Reserve
3079,ACE Basin National Estuarine Research Reserve
3080,Chesapeake Bay Maryland National Estuarine Research Reserve
3081,Chesapeake Bay Virginia National Estuarine Research Reserve
3082,Delaware National Estuarine Research Reserve
3083,Elkhorn Slough National Estuarine Research Reserve
3084,Guana Tolomato Matanzas National Estuarine Research Reserve
3085,Grand Bay National Estuarine Research Reserve
3086,Great Bay National Estuarine Research Reserve
3087,Hudson River National Estuarine Research Reserve
